3500.5706	1.880e2
3500.8701	1.384e3
3501.3105	4.740e2
3501.7771	9.320e2
3502.0276	1.747e3
3502.5754	1.572e3
3502.8179	1.945e3
3503.4358	1.295e3
3503.9453	8.550e2
3504.2466	7.143e2
3504.7249	8.787e2
3505.2363	1.900e2
3505.6899	4.130e2
3506.0032	2.130e3
3506.4216	2.710e2
3506.9602	1.441e3
3507.7942	1.823e2
3508.3596	1.491e3
3508.7834	3.084e3
3509.3618	2.308e2
3509.9397	1.274e3
3510.4941	2.642e3
3510.8823	2.696e3
3511.3323	7.430e2
3511.9856	1.240e3
3512.3752	2.005e3
3512.8308	8.491e2
3513.2798	6.537e2
3513.6641	1.986e3
3514.3801	9.794e2
3514.6223	1.513e3
3515.1201	1.027e3
3515.6978	3.005e2
3516.1372	1.292e3
3516.8589	2.134e2
3517.4236	4.878e2
3517.8501	5.249e2
3518.2976	1.644e3
3518.7485	1.717e3
3519.1963	1.539e3
3519.8145	1.382e3
3520.1733	9.808e2
3520.4348	1.444e3
3520.8159	8.837e2
3521.3784	2.356e3
3522.1448	2.794e3
3522.6416	1.898e3
3522.9895	6.533e2
3523.3228	1.976e3
3524.0479	1.774e3
3524.7844	1.425e3
3525.9158	1.224e3
3526.4817	2.325e3
3526.9382	2.969e3
3527.3262	1.669e3
3527.7236	6.944e2
3528.3538	1.606e3
3528.7668	2.026e3
3529.1609	3.680e2
3529.7468	2.105e3
3530.2495	8.466e2
3530.6465	1.485e3
3530.9958	2.507e3
3531.2620	1.138e3
3531.8867	7.093e2
3532.8035	1.320e3
3533.4729	7.317e2
3533.7219	7.679e2
3534.3459	1.162e3
3535.3843	4.134e3
3535.8254	1.700e3
3537.0288	9.440e2
3537.7141	1.249e3
3537.9646	7.560e2
3538.5920	4.575e3
3539.1951	4.299e3
3539.6255	1.389e3
3540.1489	1.761e3
3540.5032	3.133e3
3540.9143	2.874e3
3541.8093	2.747e3
3542.1152	1.481e3
3542.8298	8.306e3
3543.7971	5.976e2
3544.1643	1.441e3
3544.4810	1.849e3
3544.9172	2.837e2
3545.3240	3.543e2
3545.8398	2.914e2
3546.1831	4.406e2
3546.5874	3.321e3
3547.0645	5.347e2
3547.4895	3.980e2
3547.9465	2.990e3
3548.2610	7.076e2
3548.8218	3.183e3
3549.2126	2.915e3
3549.7009	2.115e3
3550.2183	1.083e3
3550.5664	8.058e2
3551.1350	2.330e3
3551.9377	6.280e2
3552.3743	1.999e1
3552.7349	1.361e3
3553.3486	1.255e3
3553.6982	1.998e3
3554.1716	1.926e3
3554.5100	9.026e2
3555.1006	9.989e2
3555.4270	6.329e2
3555.7644	1.071e2
3556.1128	3.267e3
3556.7527	2.152e3
3558.1536	1.479e3
3558.5103	3.776e3
3558.9155	2.009e3
3559.9109	2.005e3
3561.0701	2.194e3
3561.7212	1.257e3
3562.1809	2.890e3
3562.7537	2.664e3
3563.3962	1.980e3
3563.9299	2.032e3
3564.5710	1.455e3
3564.9172	7.852e2
3566.0151	6.540e2
3566.9390	1.198e3
3567.2617	2.333e2
3567.6968	1.298e3
3568.4785	2.427e3
3569.0059	1.774e3
3569.4861	1.786e3
3570.2048	2.968e3
3570.7905	1.119e3
3571.1709	1.519e3
3571.4868	9.264e2
3571.7283	2.026e3
3572.0613	1.208e3
3572.4646	2.859e2
3572.8840	9.405e2
3573.3074	2.599e2
3573.7896	8.261e2
3574.2622	5.425e2
3574.6187	1.320e3
3575.2148	2.024e3
3575.6763	1.601e3
3576.2983	1.956e3
3577.0588	3.128e3
3577.8674	6.092e1
3578.2310	2.533e3
3578.9504	1.634e3
3579.6067	2.054e3
3579.9211	1.789e3
3580.3965	2.534e3
3580.8191	3.418e3
3581.0620	1.172e3
3581.4329	1.229e3
3581.9792	7.122e2
3582.2188	1.087e3
3582.6992	1.544e2
3583.4448	2.775e3
3584.0813	7.805e3
3584.6863	1.173e3
3585.2275	4.558e2
3586.1162	3.949e3
3586.5356	5.596e2
3586.9192	8.972e2
3587.1619	5.090e2
3587.6831	1.186e2
3588.3965	1.732e3
3588.7959	2.651e3
3589.2419	1.831e3
3589.7043	2.343e3
3590.1133	3.842e3
3590.3633	1.565e3
3590.8645	1.115e3
3591.1357	1.178e3
3591.5432	1.771e3
3592.1909	6.090e2
3592.7275	3.806e2
3593.2773	6.457e2
3594.1357	1.120e3
3594.4336	1.347e3
3594.8228	8.020e2
3595.3999	1.872e3
3596.0039	2.915e3
3596.4609	3.708e2
3596.8066	1.851e3
3597.7158	4.049e2
3598.2478	2.019e3
3598.6802	6.821e3
3599.1052	3.891e3
3599.5229	1.449e3
3600.2000	3.549e3
3600.7288	2.520e3
3601.1201	7.933e2
3601.6924	5.775e2
3602.1055	4.752e2
3602.6694	1.696e3
3603.1858	5.424e2
3603.4424	7.171e2
3603.8374	1.295e3
3604.1550	8.996e2
3604.4353	1.079e3
3604.9233	3.213e2
3605.7961	3.961e2
3606.1272	4.949e2
3606.8657	1.155e3
3607.1763	1.890e3
3607.6628	2.901e2
3608.1038	3.157e3
3608.6807	2.218e3
3609.1755	2.977e3
3609.7903	1.518e3
3610.2429	1.907e3
3610.6262	2.493e3
3610.8604	1.998e3
3611.4128	5.463e2
3612.1731	4.781e3
3612.6609	4.193e-2
3612.9683	3.777e2
3613.3225	6.043e2
3613.7546	1.699e3
3614.1846	5.202e3
3615.0969	1.813e3
3616.1208	3.566e3
3616.8943	1.006e3
3617.6287	3.344e3
3618.2153	2.156e3
3618.5251	1.699e3
3618.9929	1.531e2
3619.3225	1.457e3
3620.1233	3.064e3
3621.1619	2.305e3
3621.4661	4.945e2
3622.2041	2.360e3
3622.7080	2.297e3
3623.3030	2.009e3
3623.6108	6.652e2
3624.1592	2.402e3
3624.7854	4.087e2
3625.1765	2.641e3
3626.2561	1.901e3
3626.9475	1.278e3
3627.3267	4.022e2
3627.6279	5.964e2
3628.1338	1.276e3
3628.5479	1.465e3
3629.0164	1.961e3
3629.3677	4.775e1
3629.8105	4.710e2
3630.1650	4.676e2
3630.9150	2.683e3
3631.6382	4.073e3
3631.9612	1.718e3
3632.8872	4.398e1
