10000.0000	1.509e3
10001.0000	2.032e3
10002.0000	2.144e3
10003.0000	2.081e3
10004.0000	2.272e3
10005.0000	3.958e3
10006.0000	8.191e3
10007.0000	1.242e4
10008.0000	1.013e4
10009.0000	6.889e3
10010.0000	3.930e3
10011.0000	1.332e3
10012.0000	2.229e1
10013.0000	2.144e1
10014.0000	4.475e1
10015.0000	9.508e-1
10016.0000	9.044e-4
10017.0000	2.729e-3
10018.0000	8.271e-3
10019.0000	2.506e-2
10020.0000	7.595e-2
10021.0000	2.302e-1
10022.0000	6.974e-1
10023.0000	2.084e0
10024.0000	6.314e0
10025.0000	2.683e-1
10026.0000	6.021e5
10027.0000	1.436e5
10028.0000	7.462e4
10029.0000	4.631e4
10030.0000	4.805e4
10031.0000	4.893e4
10032.0000	4.707e4
10033.0000	5.371e4
10034.0000	6.256e4
10035.0000	6.530e4
10036.0000	9.072e4
10037.0000	1.383e5
10038.0000	1.436e5
10039.0000	9.923e4
10040.0000	5.851e4
10041.0000	4.072e4
10042.0000	3.832e4
10043.0000	8.695e4
10044.0000	2.116e5
10045.0000	3.130e5
10046.0000	3.126e5
10047.0000	2.265e5
10048.0000	1.145e5
10049.0000	6.122e4
10050.0000	5.597e4
10051.0000	5.170e4
10052.0000	6.370e4
10053.0000	1.383e5
10054.0000	1.976e5
10055.0000	1.383e5
10056.0000	7.002e4
10057.0000	7.726e4
10058.0000	1.119e5
10059.0000	1.182e5
10060.0000	8.874e4
10061.0000	6.783e4
10062.0000	8.626e4
10063.0000	1.301e5
10064.0000	1.495e5
10065.0000	1.247e5
10066.0000	8.089e4
10067.0000	4.990e4
10068.0000	4.208e4
10069.0000	4.666e4
10070.0000	5.204e4
10071.0000	5.316e4
10072.0000	5.381e4
10073.0000	6.278e4
10074.0000	8.369e4
10075.0000	1.532e5
10076.0000	3.701e5
10077.0000	4.756e5
10078.0000	2.451e5
10079.0000	5.905e4
10080.0000	4.938e4
10081.0000	5.564e4
10082.0000	6.464e4
10083.0000	6.043e4
10084.0000	4.346e4
10085.0000	3.438e4
10086.0000	3.825e4
10087.0000	4.821e4
10088.0000	6.516e4
10089.0000	8.741e4
10090.0000	1.414e5
10091.0000	2.482e5
10092.0000	2.680e5
10093.0000	1.568e5
10094.0000	8.874e4
10095.0000	7.873e4
10096.0000	6.905e4
10097.0000	7.506e4
10098.0000	8.352e4
10099.0000	7.758e4
10100.0000	6.642e4
10101.0000	6.343e4
10102.0000	6.380e4
10103.0000	6.195e4
10104.0000	6.036e4
10105.0000	6.410e4
10106.0000	7.018e4
10107.0000	7.484e4
10108.0000	1.268e5
10109.0000	1.948e5
10110.0000	1.721e5
10111.0000	1.330e5
10112.0000	1.464e5
10113.0000	1.502e5
10114.0000	1.536e5
10115.0000	1.822e5
10116.0000	2.010e5
10117.0000	1.813e5
10118.0000	1.281e5
10119.0000	8.391e4
10120.0000	1.152e5
10121.0000	1.687e5
10122.0000	1.488e5
